Evidence1	Evidence2	Evidence3	Evidence4	color	connectortype	database	elbows	endArrow	endX	endY	exactEnd	graphid	hideTooltip	id1	id2	linestyle	nodeName	point	startX	startY	type	width	zorder
1	2	C	E	ff0000				arrow	-0.5	-1		c8362		d0c	cd5		interaction	ARRAY(0x1678fe0)	0	1	solid	1	12382
1	3	A	B	ff0000				arrow	0	-1		e0190		a93	a6d06		interaction	ARRAY(0x1677f50)	0	1	solid	1	12384
3	3	E	E	ff0000				arrow	0.5	-1		bcb77		ac5	e0e2c		interaction	ARRAY(0x1677bd8)	0	1	solid	1	12386
2	3	C	B	ff0000	Elbow		ARRAY(0x1677a10)	square	-1	0		f779e		a6b	a904c		interaction	ARRAY(0x1677818)	1	0	solid	1	12388
3	1	D	D					arrow	0	-1		f4747		e16	d43		interaction	ARRAY(0x165c860)	0	1	solid	1	12390
2	3	E	D						0	0	true	c5701	false	a85e8	cac70		interaction	ARRAY(0x1659930)	0	-1	solid	1	12392
2	5	B	C	ff0000				arrow	-0.5	1		abe2d		cbf	fac		interaction	ARRAY(0x169a420)	0	-1	solid	1	12394
2	4	B	D	ff0000				arrow	0	-1		bb394		dde	a6d06		interaction	ARRAY(0x169a0a8)	0	1	solid	1	12396
3	5	D	E	ff0000				arrow	-1	0		a637e		d80	cd5		interaction	ARRAY(0x1699d30)	1	0	solid	1	12398
3	1	E	B	0000ff	Elbow		ARRAY(0x16a4a38)	square	-1	0		c3757		f68	cbf		interaction	ARRAY(0x16999a0)	0.5	1	solid	1	12400
2	4	B	D	0000ff				square	0	-1		fd9c7		d45	fff		interaction	ARRAY(0x15ae320)	0	1	solid	1	12402
2	5	B	D	ff0000				arrow	0	1		dcdb3		a21	cbf		interaction	ARRAY(0x161de00)	0	-1	solid	1	12404
2	1	C	B	0000ff				square	0	-1		e2a45		c2232	a6d06		interaction	ARRAY(0x161da88)	1	0	solid	1	12406
1	4	A	B		Elbow		ARRAY(0x161d8c0)	arrow	0	-1		b8b58		e0e2c	d64		interaction	ARRAY(0x161d710)	-0.5	1	solid	1	12408
1	4	A	D	ff0000				arrow	-1	0		bc77c		a45	cd5		interaction	ARRAY(0x164ebb8)	1	0	solid	1	12410
1	4	C	C						-1	0		bbf49		e38bb	fe2		interaction	ARRAY(0x164e858)	0	-1	solid	1	12414
1	4	D	B	ff0000				arrow	-1	0		e06c6		f44cf	a45		interaction	ARRAY(0x164e510)	1	0.5	solid	1	12416
2	4	A	C	0000ff	Elbow		ARRAY(0x15aedd0)	square	-0.5	-1		b40e0		c5ac6	fff		interaction	ARRAY(0x164e098)	1	-0.5	solid	1	12420
